dex	species	form	gender	palette	atlas	runtime_strip	scale_class	height_dm	file_sha256	rgba_sha256	runtime_content_width	runtime_content_height	source_document_sha256	source_manifest_sha256	motion_profile
114	Tangela	00	none	normal	assets/pokemon-walksheets-549/dex-114__species-tangela__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime-549/dex-114__species-tangela__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium		52de52ce1cab0e96fc45fda9ef1fd13cc3911468ad83d07eb2c2def579491f4f	0e1cbb42158129c4cf6c9b86a5bf436166f8ad40c5f6a668a92e4675981ab868	15	16	4c4e6a310fbc868d02bdcd6a752a2f76a6efbd7280936509ea8ee65689bf84a4	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	terrestrial-biped-light-v1
114	Tangela	00	none	shiny	assets/pokemon-walksheets-549/dex-114__species-tangela__form-00__gender-none__palette-shiny__walk-3x4.png	assets/pokemon-runtime-549/dex-114__species-tangela__form-00__gender-none__palette-shiny__walk-3x4.png	pokemon_medium		54cfbd221becfb09c289ef2c3a9afaa097642c97576fb373a0ac68b2805d59bf	b5ddbf618f3c85c5af4cecb4029a183d9ff76f86c92423bb0ef56450919acda0	15	16	25801989e37f6ea37464eb9db0cb7e0c5e4d9938b128cb3f56d6927dae63bdd3	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	terrestrial-biped-light-v1
115	Kangaskhan	00	none	normal	assets/pokemon-walksheets-549/dex-115__species-kangaskhan__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime-549/dex-115__species-kangaskhan__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium		86abeadbdf63e7d60aaff9b48a25c46c486f1049aab17ffa90c2067ec5546557	82f740433ea295f1b71bd3d3c6540977dc1c40b5f588e7fd160854e46e813ad9	15	15	14eabfe3f9384a6a08ed12b9c2e5acebbc32740952dc519cff172e99d435d5eb	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	terrestrial-biped-heavy-v1
115	Kangaskhan	00	none	shiny	assets/pokemon-walksheets-549/dex-115__species-kangaskhan__form-00__gender-none__palette-shiny__walk-3x4.png	assets/pokemon-runtime-549/dex-115__species-kangaskhan__form-00__gender-none__palette-shiny__walk-3x4.png	pokemon_medium		4a96e291ab2e6956d659baa0c4a74428993495c691d945f014d4079f1cd057d5	29f3eecf1f7d670748bdbe051a1753891a9c2349645526299d1cdae2a8841a21	15	15	b33323771c1f2c8a7c4d3b77aeb0f2002bd363fb478b6b6803640b2b1b46e381	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	terrestrial-biped-heavy-v1
116	Horsea	00	none	normal	assets/pokemon-walksheets-549/dex-116__species-horsea__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime-549/dex-116__species-horsea__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium		f3d8c03166f207ba72dc8dad615b2e5c3e02f10ece3d4131c9a38c4010accb2c	694ead79366a101704e2f7e073311f88b970f0de55390322fa10d6226c06d85a	13	16	b1bff77d50692c90cda4e3d4f6c677278a36d86b9d5dded40d0bdfd7257ce246	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	aquatic-fin-swim-v1
116	Horsea	00	none	shiny	assets/pokemon-walksheets-549/dex-116__species-horsea__form-00__gender-none__palette-shiny__walk-3x4.png	assets/pokemon-runtime-549/dex-116__species-horsea__form-00__gender-none__palette-shiny__walk-3x4.png	pokemon_medium		0e1d4afd41da27f3937c6e40933951a25bcb1ec9995032e8d60573bf2fd886f7	ff097dc89506ba13bc9185be5c3be9690df76062fcc1014114015895c5d99ae9	13	16	97b5b0d063914ed45e0afd0d4b996a1d865dd6d9bf0e616f191a787eef5dd842	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	aquatic-fin-swim-v1
117	Seadra	00	none	normal	assets/pokemon-walksheets-549/dex-117__species-seadra__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime-549/dex-117__species-seadra__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium		ea04b6c6c9b99e7203193ebcfe31222e1275faf0d6ea12af95a6451af3f93c59	c71408cd2f0a28240b1335e4a5b3ba522e583470b583708d3c7aa724a9c7df01	15	15	de76f0d795d93cebb82300c45874d90e9ed034df9d3e81024375ced36f12467e	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	aquatic-fin-swim-v1
117	Seadra	00	none	shiny	assets/pokemon-walksheets-549/dex-117__species-seadra__form-00__gender-none__palette-shiny__walk-3x4.png	assets/pokemon-runtime-549/dex-117__species-seadra__form-00__gender-none__palette-shiny__walk-3x4.png	pokemon_medium		e2007df91043426aed0c587e1fa4e5cefc28a35b2f457c21a776dc1952bd5b44	25c8ad8584c622204e49bab5e1c17aa5b8af8188a8b6daf9dde46bee3c00052d	15	15	f60325feb7e1ced9ddea1e0e8d54f734f8e61ce90e7cd00e5a73e3a6883b409f	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	aquatic-fin-swim-v1
118	Goldeen	00	none	normal	assets/pokemon-walksheets-549/dex-118__species-goldeen__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime-549/dex-118__species-goldeen__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium		c80fa05c77317b1048dce27fb36cd80c8529b46b09e34f350fbac0d6f9701a4a	f98c3111c7929176888d2c51f1454ea3416948c8e14d385639331ffd28c5eeb3	15	9	967a5197bc51024b001ab5e456e821763399a96b6506f5b37523fce9d7ec7101	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	aquatic-fin-swim-v1
118	Goldeen	00	none	shiny	assets/pokemon-walksheets-549/dex-118__species-goldeen__form-00__gender-none__palette-shiny__walk-3x4.png	assets/pokemon-runtime-549/dex-118__species-goldeen__form-00__gender-none__palette-shiny__walk-3x4.png	pokemon_medium		82138872c236a838d3d5de5dbc8df36180c477c961d88e90521d3167c7d76046	23080dc2dcd56afd41056e346c81161e4ef9cc4b61daaf14e69f634f76183acd	15	9	f808913c9115aa1eec0048e6f32c83c7e97796115279d31c4b4d921f199e6eca	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	aquatic-fin-swim-v1
119	Seaking	00	none	normal	assets/pokemon-walksheets-549/dex-119__species-seaking__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime-549/dex-119__species-seaking__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium		3f894857d34ad10b72cdeb8c5176110fb59e98c84dfeb055009675e871418e85	aba1c4e0cc7f0a2ebb4f45c2cdea6941666e7684e96e609a8b294d8db40a6dd3	15	14	3654b6e1378a4752318d62eeab802747c02375c2421e84b232afd2a0e5dff376	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	aquatic-fin-swim-v1
119	Seaking	00	none	shiny	assets/pokemon-walksheets-549/dex-119__species-seaking__form-00__gender-none__palette-shiny__walk-3x4.png	assets/pokemon-runtime-549/dex-119__species-seaking__form-00__gender-none__palette-shiny__walk-3x4.png	pokemon_medium		732d7eb70d28384991688177c99bb702c68b580130afd1545680837478b32cd8	8b54c5f96276edafad9b2817c96b518f2f8df20cf0c0430bb5d17e86cf8393e5	15	14	66152891e3a42f304ee042d43875fcb16ac00eeb076c9566635129a2e31f8461	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	aquatic-fin-swim-v1
120	Staryu	00	none	normal	assets/pokemon-walksheets-549/dex-120__species-staryu__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime-549/dex-120__species-staryu__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium		ba69af08b811ef217566632f93b424382343a016cf9d9aecc76bb919d686ca3a	70697c0c3470f106b372f819e3faca36cee335d8985b82529fcaba8c64709eb6	15	16	12a2285d33b1741a261b641a501b7cefe6c6938bf573305d6d6ca3a2730912fc	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	aquatic-fin-swim-v1
120	Staryu	00	none	shiny	assets/pokemon-walksheets-549/dex-120__species-staryu__form-00__gender-none__palette-shiny__walk-3x4.png	assets/pokemon-runtime-549/dex-120__species-staryu__form-00__gender-none__palette-shiny__walk-3x4.png	pokemon_medium		e310e73bdd5b2146abcda265fc4481a72ab2101f4561126dbfe44880960d79e7	e8eae50c659886c38ceb545a4d5c92cd65c0daf04eef0455ceaba175c5658f40	15	16	b78ed784c57a25907f4c5654cf59785f3ac4e7e0d4b62d358bf7886206df60ce	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	aquatic-fin-swim-v1
121	Starmie	00	none	normal	assets/pokemon-walksheets-549/dex-121__species-starmie__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime-549/dex-121__species-starmie__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium		886dcc8834324234cad823444d569d258b9b314754813e202aa7379439becb2b	bece6d2a11184055a9eb6f2d0a5f65ac5ed1fb5e83ee49472aa9eff7ffe3c550	15	16	06ebaaa36c5666b5175f097e44f772f09f010d53825683d855e9b0ea41b193f0	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	aquatic-fin-swim-v1
121	Starmie	00	none	shiny	assets/pokemon-walksheets-549/dex-121__species-starmie__form-00__gender-none__palette-shiny__walk-3x4.png	assets/pokemon-runtime-549/dex-121__species-starmie__form-00__gender-none__palette-shiny__walk-3x4.png	pokemon_medium		94280963676648ccbf4ebe536c729a6590757a15141dfbe0a340357016e7d917	6b4ab900bc9d4198efa33691a0ecbe2adb587ca7a0c954abefe9cacf065190d9	15	16	c611034d67336111c073bf4b3885ea0a60ffafa77b032b30c3a37411ff9a0f2c	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	aquatic-fin-swim-v1
122	Mr.Mime	00	none	normal	assets/pokemon-walksheets-549/dex-122__species-mrmime__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime-549/dex-122__species-mrmime__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium		f1283eee9f84ff6e6050dd3800eaf1d5e431c0cf8f57ab3973efbe499f8b61b0	ba41588ddf952c4f37b9e4978d907b90bc162126807bb4de70c79ae839b58d2c	14	16	58e4a782633200d2500a4c5f60f5c3e3012b5070fe4e65192c6c276139c67884	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	terrestrial-biped-light-v1
122	Mr.Mime	00	none	shiny	assets/pokemon-walksheets-549/dex-122__species-mrmime__form-00__gender-none__palette-shiny__walk-3x4.png	assets/pokemon-runtime-549/dex-122__species-mrmime__form-00__gender-none__palette-shiny__walk-3x4.png	pokemon_medium		72611833f1aa27e29ebf8c0d2e0700a3535c5db7c92b5269792d13deff3d45c0	99f7a1fe63c772ab9afd1f136d2645dc0d39949d589e60397ea6365df157ee29	14	16	cefdd56cba2596308975646e5d1d837ad0cf8a8006313937fc035a372a2b966d	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	terrestrial-biped-light-v1
123	Scyther	00	none	normal	assets/pokemon-walksheets-549/dex-123__species-scyther__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime-549/dex-123__species-scyther__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium		6a70ebea56f1fec014cc5d9066fd98817d7ff6ee88b193cec44388071f74749b	877674bc51544d60df2aa8c5eb19b62522d13f83b9f9a29422e74937b4d94bc1	13	16	8a9cb5cef95a364b6cc38d35a655471529957115ceb47fa185abe5096394b652	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	airborne-wing-flap-v1
123	Scyther	00	none	shiny	assets/pokemon-walksheets-549/dex-123__species-scyther__form-00__gender-none__palette-shiny__walk-3x4.png	assets/pokemon-runtime-549/dex-123__species-scyther__form-00__gender-none__palette-shiny__walk-3x4.png	pokemon_medium		a9ae97981d7e0310e7a43e97704a740527e067cfaef51aef987b2e1a1ee25590	96decd269ca39a855e5940b731d5ec5b6df4dfa9821ea23def8fc9b14c6a1c4d	13	16	fedbd60d0e6dfa219f0e532bf39a9035d91acf1f374778f62a2901c86bc338b5	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	airborne-wing-flap-v1
124	Jynx	00	none	normal	assets/pokemon-walksheets-549/dex-124__species-jynx__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime-549/dex-124__species-jynx__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium		2759cf8f2875751701ad93a2905ee29762d89ce0846fdffe9911c90873f025f2	c5349fa8102e10c9dcc6e7c8e05b1738bae025ea9786a546f20778ffc61f97ac	15	14	21a877313720936e0262535cd190e282958cc2b8017e6c3ffe3421e7bfa1fd64	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	terrestrial-biped-light-v1
124	Jynx	00	none	shiny	assets/pokemon-walksheets-549/dex-124__species-jynx__form-00__gender-none__palette-shiny__walk-3x4.png	assets/pokemon-runtime-549/dex-124__species-jynx__form-00__gender-none__palette-shiny__walk-3x4.png	pokemon_medium		2a03dcf10b9d26d2525d37fd6240a340ec907790f51436fc07dcaac6a466f464	cd3eee845fe580fab969531861440893ec60d400de6fec09f35e7797bc172218	15	14	d8f2b89c199a14695adf9429e4ed4057c70d5969a1b609aeb783bf70b59093bf	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	terrestrial-biped-light-v1
125	Electabuzz	00	none	normal	assets/pokemon-walksheets-549/dex-125__species-electabuzz__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime-549/dex-125__species-electabuzz__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium		a0113ad9a9d4c0a564b0092d64301e68e8d118ba8f0574079610533def10990f	8a57b2efc27ab14946b4cfc7ab6d49cd161f21223619f4d8753e60f501a2ff65	15	16	0d18e1f9587c969d752dfdfb1318c171f68e15d0440d528cc3e9d040a3a06994	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	terrestrial-biped-light-v1
125	Electabuzz	00	none	shiny	assets/pokemon-walksheets-549/dex-125__species-electabuzz__form-00__gender-none__palette-shiny__walk-3x4.png	assets/pokemon-runtime-549/dex-125__species-electabuzz__form-00__gender-none__palette-shiny__walk-3x4.png	pokemon_medium		b9576c5d58088e92de974d2c14217457374402e3cae7f6178646a371197a22d6	eb0d1c5b133bcbea54f5d445506949bf3d0a75fed1f3358f1755e5df329f8461	15	16	fc0d8bc64919457dfdaae4ff3dcebb29957a3e27ac39759cc64820f6d208f8f3	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	terrestrial-biped-light-v1
126	Magmar	00	none	normal	assets/pokemon-walksheets-549/dex-126__species-magmar__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime-549/dex-126__species-magmar__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium		7b6a29d93dfaa9718274012c88a324019829fe84edbd293d43703ee8d6e3b486	570c18254cdb061f38ab5810d483cd01a22f588db66142dc5d8493a54286b89b	15	16	9902e5dd3f2e55386a05abbcb7811dba53f757557c5e791a05b8b61616751301	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	terrestrial-biped-heavy-v1
126	Magmar	00	none	shiny	assets/pokemon-walksheets-549/dex-126__species-magmar__form-00__gender-none__palette-shiny__walk-3x4.png	assets/pokemon-runtime-549/dex-126__species-magmar__form-00__gender-none__palette-shiny__walk-3x4.png	pokemon_medium		2cce338eb6689a3c032d6f1cd598c3815ee37818d867c6a629d297ec95dbbf7e	50ad17ee17f7954f6b1145f0a42e0901ad7422d7b23196c5af28d810ee671e64	15	16	a4ebccf3731dc2f2b37d42dd1c73abeab8096f99e92f4724257b1848a2f62f62	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	terrestrial-biped-heavy-v1
127	Pinsir	00	none	normal	assets/pokemon-walksheets-549/dex-127__species-pinsir__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime-549/dex-127__species-pinsir__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium		3c257f437e2a3ed045f068da367951b1d06787b8ae84e260057b797213105461	c90663769f9c282308282cc42dfe96328d69cbc76e8eef5a1adb8eb36f3ca67a	15	16	611aa86dbb6ec39d0e9662a7015d4d4dfaafbf574d437ca7bfa49f18d213c3e5	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	terrestrial-biped-heavy-v1
127	Pinsir	00	none	shiny	assets/pokemon-walksheets-549/dex-127__species-pinsir__form-00__gender-none__palette-shiny__walk-3x4.png	assets/pokemon-runtime-549/dex-127__species-pinsir__form-00__gender-none__palette-shiny__walk-3x4.png	pokemon_medium		e14089b50b3c924cf926b4c5b74c935e2abd4e1a4aa75e213b3fe145e4f1418a	121f53e82be0d33944631f05b4042274cc3c54ae16e224f20a5dc33d3962eef3	15	16	1ce22a1f2b124faebb0ce0394613449d4bca270592090410a154345cd11ab1d8	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	terrestrial-biped-heavy-v1
128	Tauros	00	none	normal	assets/pokemon-walksheets-549/dex-128__species-tauros__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime-549/dex-128__species-tauros__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium		c3f905618c99eef2589956dee996c648d6af1d5f24c196240b2063a790fdb0a2	8fc4a6f0738ba6bc6d84b27e8299c199343dbddf30fdfb265f9c72e044352c10	15	16	df2961372767be4b2bf172aead72bcd65bc98668860d168790c3d85cd6d23351	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	terrestrial-quadruped-heavy-v1
128	Tauros	00	none	shiny	assets/pokemon-walksheets-549/dex-128__species-tauros__form-00__gender-none__palette-shiny__walk-3x4.png	assets/pokemon-runtime-549/dex-128__species-tauros__form-00__gender-none__palette-shiny__walk-3x4.png	pokemon_medium		a4d81e9892c189cee88c19f639b210ab4c1ead818b893de1ded6cb8bc707669c	dba8913f0bdac3d11f567340af8a73ad6f1d8e22c92afe45c38f91ce2b4f8635	15	16	2d49e87a78683584e8b3b2c77abf097c16332378d4cc261c7da564500ace2bbc	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	terrestrial-quadruped-heavy-v1
129	Magikarp	00	none	normal	assets/pokemon-walksheets-549/dex-129__species-magikarp__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime-549/dex-129__species-magikarp__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium		4ff35d85af83a845001a27ad0e1e79b67ddc47213118b1e8f797a6df1d41e077	7ab2420fe7bbde260041873f78de42d1ee1430ee5196dab9e0f87586f169f53f	15	16	23ef637a1a3e1bb990b9e9e447c2b10c19d3baad3da4ad745012d4d2f4bc8c0f	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	aquatic-fin-swim-v1
129	Magikarp	00	none	shiny	assets/pokemon-walksheets-549/dex-129__species-magikarp__form-00__gender-none__palette-shiny__walk-3x4.png	assets/pokemon-runtime-549/dex-129__species-magikarp__form-00__gender-none__palette-shiny__walk-3x4.png	pokemon_medium		700c3db4dfb27e0c1e9f2b51a954984521da264e2614114c0844c4d09eb6b1c0	96d283b2889b14365010f9213bd514999bdeb2e7c7b9e24b656e86ccc6dd083a	15	16	699e8acdac7aeb35a99fbeabb5840ca841a91cd1479f09a37077e4f75b9be49b	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	aquatic-fin-swim-v1
130	Gyarados	00	none	normal	assets/pokemon-walksheets-549/dex-130__species-gyarados__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime-549/dex-130__species-gyarados__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium		85ad167c905ef046e4a6114090c06ad5bf592a9b9b55a85158b28025186aeef4	f7394fe9f3acd496d4113b3b5d8274e3a1b9d12cd6b8f6bfc92f20055111dde0	14	16	127d1f97304718f9d56a78d46eaedf62d5b068f5473ead51d95357a9d55729c6	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	aquatic-serpentine-swim-v1
130	Gyarados	00	none	shiny	assets/pokemon-walksheets-549/dex-130__species-gyarados__form-00__gender-none__palette-shiny__walk-3x4.png	assets/pokemon-runtime-549/dex-130__species-gyarados__form-00__gender-none__palette-shiny__walk-3x4.png	pokemon_medium		399c730558c908027cdfcc49a607e48b2f497d4cdf96f1e9a1f3427cc0d675aa	caffb6136fba044bc3d63e7fd671999a900093e3a64d09f588534065fb87b8d3	14	16	51846a2baa87f5855ca5ab6c9c0781f38325eebf1c20b39f677c97fcf1218892	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	aquatic-serpentine-swim-v1
131	Lapras	00	none	normal	assets/pokemon-walksheets-549/dex-131__species-lapras__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime-549/dex-131__species-lapras__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium		84ff170d0fc5799644629981096513fd8aa651046ba54ef854f13d4d76b8d8b4	ef1afb9bda5aaf841b6091da8a0f805420727be027cce87ca47ac75bd4d5bd2f	15	13	4ca8ab91884f384b3d018c48eb6561ec58bcd5d3e639bf2a5659e126329a7fc0	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	aquatic-paddle-bob-v1
131	Lapras	00	none	shiny	assets/pokemon-walksheets-549/dex-131__species-lapras__form-00__gender-none__palette-shiny__walk-3x4.png	assets/pokemon-runtime-549/dex-131__species-lapras__form-00__gender-none__palette-shiny__walk-3x4.png	pokemon_medium		d92c8e59ca50bbcbc596471037e0467b5b1b74ac91ff642b6a7cb7b3c4778e4d	7a43aaac835750120370dde31352e14b9db43e26de58558dc582cc6e053cbd64	15	13	d7915fa4424bd25a90a563d0c805fc83dc681ee961a334e4f45fd70961ccc3c7	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	aquatic-paddle-bob-v1
132	Ditto	00	none	normal	assets/pokemon-walksheets-549/dex-132__species-ditto__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime-549/dex-132__species-ditto__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium		7989b37ccf5522f861747aa4bf56b38f00118648db29b83353df74214296b13b	eca83fdae6cdb69f733881b74c0db0d0c86684164271dd6eadee0363d1e85de6	15	14	dbf6e562dde43d327ea72c0f8aedbb81500d50d42c605d7502fda1be2e2faa8f	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	amorphous-ground-sway-v1
132	Ditto	00	none	shiny	assets/pokemon-walksheets-549/dex-132__species-ditto__form-00__gender-none__palette-shiny__walk-3x4.png	assets/pokemon-runtime-549/dex-132__species-ditto__form-00__gender-none__palette-shiny__walk-3x4.png	pokemon_medium		2d171fa5a3c6e8d2b9dc1b834c5aa9494049981e02466eafda59bba8a2aa300b	26436a01bba913e81ddf02ea76c6c67ea8a82a8a979638a0d39577519fa25126	15	14	b639bfd04723dff4bb386a1bff1386954cd3216ae36909d1aafc49365358a418	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	amorphous-ground-sway-v1
133	Eevee	00	none	normal	assets/pokemon-walksheets-549/dex-133__species-eevee__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime-549/dex-133__species-eevee__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium		7e9c0da790ae4af67e5f53aa8a06a0c62244b3b3ff6f2a7b8b392aedc88f6f1e	e4e391fd8b68cbce009353385f7ee00ecf0b87e4e2862b280fc994f5709bb5b6	15	12	4481d6dda938426164457488d5df30ab076a2cc1ef8e82f98cb3d4ea978524eb	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	terrestrial-quadruped-light-v1
133	Eevee	00	none	shiny	assets/pokemon-walksheets-549/dex-133__species-eevee__form-00__gender-none__palette-shiny__walk-3x4.png	assets/pokemon-runtime-549/dex-133__species-eevee__form-00__gender-none__palette-shiny__walk-3x4.png	pokemon_medium		e2cc77dc030d861e36cf216038be32d427e6feea550fcfcc1e9950940760b8dc	387a15dff8cb51ceab6ddcddb5be637da7b0db5930c4e848a67f06c64b1a2024	15	12	891b76ef43e33a7cc1765a31ca9cfe4607334b372576d024f4e03f8efd034065	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	terrestrial-quadruped-light-v1
134	Vaporeon	00	none	normal	assets/pokemon-walksheets-549/dex-134__species-vaporeon__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime-549/dex-134__species-vaporeon__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium		42627cbbf29385c9ea2fc297942a3d1457393a75157aad090ec8f525f4f32792	b1e4a0d2e7e86f48e039cf0a612cfba2eb9c4548ff9a1b55ef8c39f29e715451	15	16	9908b457ad2cc8a2d3c1562547439911029e08f7a713a2f2e4d84b7d93b2ce09	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	terrestrial-quadruped-light-v1
134	Vaporeon	00	none	shiny	assets/pokemon-walksheets-549/dex-134__species-vaporeon__form-00__gender-none__palette-shiny__walk-3x4.png	assets/pokemon-runtime-549/dex-134__species-vaporeon__form-00__gender-none__palette-shiny__walk-3x4.png	pokemon_medium		108bb258e26cfc5e9087335197452d6e56671741d72a656c57e8c781d3941395	eeb499710ea8e624033130a4d3b011892a59c512eb2bc880002fd64bd6ad5a1f	15	16	056f4dda2f887b5169c6c5d7dfced883e7f0a3fbb73c9828cf77ee28aeb9ae40	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	terrestrial-quadruped-light-v1
135	Jolteon	00	none	normal	assets/pokemon-walksheets-549/dex-135__species-jolteon__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime-549/dex-135__species-jolteon__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium		d347c27c2193b220afbc5ed578dcc78ab7589271870ddfaee1647ddf73347ab3	ff1afd20d1a41c7497277464588c0452b4a8bd5f2fa1b3a7f755ee6461c9b856	15	16	4de6e464bf2a7fc0eb6a9a02e7e9b397b05cecd95119e08c07e3f65f8b1af02f	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	terrestrial-quadruped-light-v1
135	Jolteon	00	none	shiny	assets/pokemon-walksheets-549/dex-135__species-jolteon__form-00__gender-none__palette-shiny__walk-3x4.png	assets/pokemon-runtime-549/dex-135__species-jolteon__form-00__gender-none__palette-shiny__walk-3x4.png	pokemon_medium		179409eb6764b455a70937f881563d2f2259a89024d495637d1aea8b7f94da54	25c64d1a2e5a8802ec5179c5634b93dd463cd602de0f55654d89347e9c3e5689	15	16	f069f01f3c778d082b1d9308c03fd22745ad3267f4f88904edb1eec0464ce071	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	terrestrial-quadruped-light-v1
