dex	species	form	gender	palette	idle_atlas	walk_atlas	runtime_strip	id	columns_idle	duration_idle	columns_walk	duration_walk	cell_width	cell_height	left	top	right	bottom	anchor_x	anchor_y	reference_height	runtime_content_width	runtime_content_height	idle_sha256	walk_sha256	runtime_sha256	source_receipt	status
67	machoke	base	none	normal	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-067__form-00__gender-none__palette-normal__idle-8x4.png	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-067__form-00__gender-none__palette-normal__walk-8x4.png	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-067__form-00__gender-none__palette-normal__runtime.png	rc31-original-trs-reviewed-body-skin-v4:pm0067_00:00:none:normal	8	1.0666667222976685	8	1	256	256	35	26	221	233	128	222.18272067358544	189.88681793627984	14	16	b217849a9821ad971dbd21d9b514e0ebfb91b37fa4f2782691a1ab240f014fe9	ef8f65d337444983f148989de08bdab98ad66c43d94eb392732a2c51ca0870b7	3e89c21b611c45998b23937c187cf559a9ebe599222f359096e353956f7e75a6	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-067__form-00__gender-none__palette-normal__admission.json	verified-render
67	machoke	base	none	shiny	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-067__form-00__gender-none__palette-shiny__idle-8x4.png	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-067__form-00__gender-none__palette-shiny__walk-8x4.png	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-067__form-00__gender-none__palette-shiny__runtime.png	rc31-original-trs-reviewed-body-skin-v4:pm0067_00:00:none:shiny	8	1.0666667222976685	8	1	256	256	35	26	221	233	128	222.18272067358544	189.88681793627984	14	16	07a279aa2941daa4d6f1bbd498532c055f9700c03e661f4e24c197e7e476d859	04485b43622ece7c73adeba8c7dcd893481c3b142ef8d8fb73e5a0be861e7278	d14107506a3843c09dee14825b489f8bc4b3117a335805092c3aee7b3743a2fe	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-067__form-00__gender-none__palette-shiny__admission.json	verified-render
68	machamp	base	none	normal	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-068__form-00__gender-none__palette-normal__idle-8x4.png	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-068__form-00__gender-none__palette-normal__walk-8x4.png	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-068__form-00__gender-none__palette-normal__runtime.png	rc31-original-trs-reviewed-body-skin-v4:pm0068_00:00:none:normal	8	1.3333333730697632	8	1.1666667461395264	256	256	24	23	232	234	128	221.8519194293855	175.16161880267668	14	16	d4d0e0583259ea64c851bed01446a22c15f408061c51d0b4f963ca7a1d4fbe1f	20e996a11d4875181e0e9337b19c4f614853b79ae62d48c213b312b957bf4142	22142d98293b9e090ebe2ec4249d1385a42c24d8fec006e7f8d0dd8f7ba0187e	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-068__form-00__gender-none__palette-normal__admission.json	verified-render
68	machamp	base	none	shiny	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-068__form-00__gender-none__palette-shiny__idle-8x4.png	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-068__form-00__gender-none__palette-shiny__walk-8x4.png	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-068__form-00__gender-none__palette-shiny__runtime.png	rc31-original-trs-reviewed-body-skin-v4:pm0068_00:00:none:shiny	8	1.3333333730697632	8	1.1666667461395264	256	256	24	23	232	234	128	221.8519194293855	175.16161880267668	14	16	56f0b0792aa0903f1d8385e33408d6d5d62d9f6407d721e8b40d67d58cc74235	f3a4eef92b59fe7f234cf9e6c1e4c4dfbd88fbce6df1d9470be5c8416f505c5e	ecf37037f3d6c1baf4eeb01333b7ee1676077a681fe7e37d50aed5c93dfbdfc1	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-068__form-00__gender-none__palette-shiny__admission.json	verified-render
72	tentacool	base	none	normal	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-072__form-00__gender-none__palette-normal__idle-8x4.png	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-072__form-00__gender-none__palette-normal__walk-8x4.png	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-072__form-00__gender-none__palette-normal__runtime.png	rc31-original-trs-reviewed-body-skin-v4:pm0072_00:00:none:normal	8	2	8	2	256	256	50	26	206	235	128	251.73810304668834	184.24386640138377	9	16	1778954ec6abd488430eb7503b846e754c0f66ee098a7104f7ab85209ca900cb	4f8f02a8c5e7684584b6cf392eb7b0d274609c9e3001965d2a157471aa857092	8045e6b94d56d8683511125d286b5d25993e7101162d7776c9910aeb2b665bef	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-072__form-00__gender-none__palette-normal__admission.json	verified-render
72	tentacool	base	none	shiny	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-072__form-00__gender-none__palette-shiny__idle-8x4.png	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-072__form-00__gender-none__palette-shiny__walk-8x4.png	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-072__form-00__gender-none__palette-shiny__runtime.png	rc31-original-trs-reviewed-body-skin-v4:pm0072_00:00:none:shiny	8	2	8	2	256	256	50	26	206	235	128	251.73810304668834	184.24386640138377	9	16	1f6e1a7e861586143a8b7b2d5c6d61221a8e1ff8decb3957fd2d478747da148a	d976668194c306039e4bc9fb634f6c52288a67821e305ab5abc97788a684db2a	8ec2ffa73aeda7c518a7fe9bcf5d86ed445e07c328fad9efe3d65e985f61ce3e	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-072__form-00__gender-none__palette-shiny__admission.json	verified-render
74	geodude	base	none	normal	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-074__form-00__gender-none__palette-normal__idle-8x4.png	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-074__form-00__gender-none__palette-normal__walk-8x4.png	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-074__form-00__gender-none__palette-normal__runtime.png	rc31-original-trs-reviewed-body-skin-v4:pm0074_00:00:none:normal	8	1.6666667461395264	8	1	256	256	17	60	239	190	128	222.9687592460858	64.86903244831483	15	11	1e15c47c53826d8fb4a59af07b752f3247d080fa00b5ab43ac205209714aa2ba	5259cf31a79a5e752aa84f808f6bb1f71b89965839d70eb69362a5ab6c826f17	37bd071c83487368dcd208e088b05d36f6c36b0fa7500a73864cae2c89d32dad	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-074__form-00__gender-none__palette-normal__admission.json	verified-render
74	geodude	base	none	shiny	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-074__form-00__gender-none__palette-shiny__idle-8x4.png	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-074__form-00__gender-none__palette-shiny__walk-8x4.png	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-074__form-00__gender-none__palette-shiny__runtime.png	rc31-original-trs-reviewed-body-skin-v4:pm0074_00:00:none:shiny	8	1.6666667461395264	8	1	256	256	17	60	239	190	128	222.9687592460858	64.86903244831483	15	11	e3754e1c9282a9c881a1e6eed8095fac735a86b3c81ce81ad9607da0b4ea8623	d61e065ba4c9af361b64b324e0619b19311fec696bda22ccba97bd658d3fd774	bfabedcbd13c1e2936d581d80d6045215e2228e40f9a98dac9b0fc4cbbd6428b	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-074__form-00__gender-none__palette-shiny__admission.json	verified-render
75	graveler	base	none	normal	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-075__form-00__gender-none__palette-normal__idle-8x4.png	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-075__form-00__gender-none__palette-normal__walk-8x4.png	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-075__form-00__gender-none__palette-normal__runtime.png	rc31-original-trs-reviewed-body-skin-v4:pm0075_00:00:none:normal	8	1.6666667461395264	8	1	256	256	17	69	239	194	128	182.56151062158563	106.51900630458704	15	14	24afd5acbcf82811411c7399145015e387a1c9584619d0558278bfee078eb655	0e4f4780e0ac3ebda648075f69acd0a766d1f1d5016a97efabf078062c2feceb	fedc71ae1bd483c636063854421eee10c1c6d143334d0576a14ac3e5418461a0	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-075__form-00__gender-none__palette-normal__admission.json	verified-render
75	graveler	base	none	shiny	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-075__form-00__gender-none__palette-shiny__idle-8x4.png	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-075__form-00__gender-none__palette-shiny__walk-8x4.png	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-075__form-00__gender-none__palette-shiny__runtime.png	rc31-original-trs-reviewed-body-skin-v4:pm0075_00:00:none:shiny	8	1.6666667461395264	8	1	256	256	17	69	239	194	128	182.56151062158563	106.51900630458704	15	14	b18b054e1294f9a252d6649ed2cb54d0f1df0918b5987cb325ca7e7ec186d1fd	a547af58fa5f00536b94db74fa025354dd44c6fb56b0dece8b2ba403138ccdd6	8781536b95d6e630c1b6e1d73e244e7523e6310f497b4610d2e34acae4f01e5a	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-075__form-00__gender-none__palette-shiny__admission.json	verified-render
79	slowpoke	base	none	normal	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-079__form-00__gender-none__palette-normal__idle-8x4.png	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-079__form-00__gender-none__palette-normal__walk-8x4.png	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-079__form-00__gender-none__palette-normal__runtime.png	rc31-original-trs-reviewed-body-skin-v4:pm0079_00:00:none:normal	8	1.6666667461395264	8	2	256	256	17	40	239	217	128	206.2692418369497	95.33900425996724	15	16	5d16efcceb7e477f8317a03d8fdb8df6d28b296931788c5e1932419a8eca4262	dd4ed713e43981687e77973aea8a0e396a59372bba919f9aa1981e684b6af03b	1fbfc93b68e01466d67ae5172cf7f83b78525e7f55903017e4335198b7eb4df4	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-079__form-00__gender-none__palette-normal__admission.json	verified-render
79	slowpoke	base	none	shiny	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-079__form-00__gender-none__palette-shiny__idle-8x4.png	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-079__form-00__gender-none__palette-shiny__walk-8x4.png	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-079__form-00__gender-none__palette-shiny__runtime.png	rc31-original-trs-reviewed-body-skin-v4:pm0079_00:00:none:shiny	8	1.6666667461395264	8	2	256	256	17	40	239	217	128	206.2692418369497	95.33900425996724	15	16	3dbfd6dd92d8c2a17d207f63016471f4525d8d0590f79469a5874bda2fb0ec44	e2d3e10a64e2e62c05247da4ae0ea6790e395fe35492714458274c0d714aefe8	28349ab071a353b44af0a495dd1fa42570e56c68df68cb5025efa9feb626c900	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-079__form-00__gender-none__palette-shiny__admission.json	verified-render
80	slowbro	base	none	normal	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-080__form-00__gender-none__palette-normal__idle-8x4.png	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-080__form-00__gender-none__palette-normal__walk-8x4.png	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-080__form-00__gender-none__palette-normal__runtime.png	rc31-original-trs-reviewed-body-skin-v4:pm0080_00:00:none:normal	8	2	8	1.6000001430511475	256	256	17	59	239	204	128	184.53918151773254	122.7643032805837	15	12	bfca71a041ff6ba8ae99235181a881179833c45e89420503016ef504de9eabf1	002003a8802a0f8958f1f07e87bb897570d14e3da4b4be5c01090cb25016c71f	b9fd2c289c6869dbfb07bcdf45c43c123c616ae3487c0fcef5ae36342da017b7	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-080__form-00__gender-none__palette-normal__admission.json	verified-render
80	slowbro	base	none	shiny	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-080__form-00__gender-none__palette-shiny__idle-8x4.png	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-080__form-00__gender-none__palette-shiny__walk-8x4.png	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-080__form-00__gender-none__palette-shiny__runtime.png	rc31-original-trs-reviewed-body-skin-v4:pm0080_00:00:none:shiny	8	2	8	1.6000001430511475	256	256	17	59	239	204	128	184.53918151773254	122.7643032805837	15	12	e8912f20d2be68da55846709525684d5c984ecc549d8d3974be5b67807e541c4	540dc988ec7732a997ec4d2ef3d746263de13aa8057eaf1e172f2dc75f6986e1	b5a9b387eae78f88631e9dd2b9a0caa8205f7e9c51ce1d4afc21775304b282d1	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-080__form-00__gender-none__palette-shiny__admission.json	verified-render
84	doduo	base	none	normal	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-084__form-00__gender-none__palette-normal__idle-8x4.png	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-084__form-00__gender-none__palette-normal__walk-8x4.png	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-084__form-00__gender-none__palette-normal__runtime.png	rc31-original-trs-reviewed-body-skin-v4:pm0084_00:00:none:normal	8	1.533333420753479	8	1	256	256	38	24	218	235	128	220.99066668731962	199.51706037246237	9	16	c7a94c2f50fed03f97545d31c32ec6c35479300c5f6622f9d22992626224676f	e35c3af05f4a7a1145ff586f2e99a5071c87472dcba655955e9974ccf1c80a20	9e7f88cee2a06602523703a394a0de0f5bc016a443263074c0c8be2ead55acd3	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-084__form-00__gender-none__palette-normal__admission.json	verified-render
84	doduo	base	none	shiny	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-084__form-00__gender-none__palette-shiny__idle-8x4.png	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-084__form-00__gender-none__palette-shiny__walk-8x4.png	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-084__form-00__gender-none__palette-shiny__runtime.png	rc31-original-trs-reviewed-body-skin-v4:pm0084_00:00:none:shiny	8	1.533333420753479	8	1	256	256	38	24	218	235	128	220.99066668731962	199.51706037246237	9	16	5aa5e9e03c62920ff00b941166784a4adbce37a801f98348b8d5005f4902b808	4d9754d17216a7c2f0b2449c54dcc6e0450560f927de6fb84d3937cd78d83e85	b9c49dbb2f87145b6516dce71197b759e275e9b4bc2b7cc9278097980c96bbdb	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-084__form-00__gender-none__palette-shiny__admission.json	verified-render
85	dodrio	base	none	normal	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-085__form-00__gender-none__palette-normal__idle-8x4.png	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-085__form-00__gender-none__palette-normal__walk-8x4.png	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-085__form-00__gender-none__palette-normal__runtime.png	rc31-original-trs-reviewed-body-skin-v4:pm0085_00:00:none:normal	8	2	8	1	256	256	21	26	235	231	128	221.91776371516804	185.80382082863696	14	16	5284dfce73f4c3adb7762b7081e02d25f22bcf5e08bdfd9709ea054b435808e4	34316cbbfba779896088690501c68b4cbd3376f60f8f45d9c04452531c7db487	45e343324eea7d3acd0231cce40e99b44d67ad511eed91b7957ade1cba3a5c0e	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-085__form-00__gender-none__palette-normal__admission.json	verified-render
85	dodrio	base	none	shiny	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-085__form-00__gender-none__palette-shiny__idle-8x4.png	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-085__form-00__gender-none__palette-shiny__walk-8x4.png	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-085__form-00__gender-none__palette-shiny__runtime.png	rc31-original-trs-reviewed-body-skin-v4:pm0085_00:00:none:shiny	8	2	8	1	256	256	21	26	235	231	128	221.91776371516804	185.80382082863696	14	16	8155655988ef0c70ef4c5fa4a792610eca02c6036fa1486dc5245919332f9558	00ae036220e47aba005797ce73485f32db686d11f82c9716583abc803b0cc522	6ffe9f8c33d40c0fb79e2b3db2788b0a36738a9a071f46154b6c846ba357d948	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-085__form-00__gender-none__palette-shiny__admission.json	verified-render
86	seel	base	none	normal	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-086__form-00__gender-none__palette-normal__idle-8x4.png	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-086__form-00__gender-none__palette-normal__walk-8x4.png	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-086__form-00__gender-none__palette-normal__runtime.png	rc31-original-trs-reviewed-body-skin-v4:pm0086_00:00:none:normal	8	2	8	0.6666666865348816	256	256	17	70	239	190	128	176.03287526401792	98.75137073198277	15	11	a5e77dad373efb7b2b69893b2cbe4087d39fb8ea040c2d161f9603ba09067f44	8808dde47ecd2b8ec453e924dd5ed96677e58e418bf86d6800d9c0235f91e550	5dbd75fd83f1a1220d9bbd48d5c63921aa8c5acdc13adf743a57bfa8311f4192	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-086__form-00__gender-none__palette-normal__admission.json	verified-render
86	seel	base	none	shiny	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-086__form-00__gender-none__palette-shiny__idle-8x4.png	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-086__form-00__gender-none__palette-shiny__walk-8x4.png	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-086__form-00__gender-none__palette-shiny__runtime.png	rc31-original-trs-reviewed-body-skin-v4:pm0086_00:00:none:shiny	8	2	8	0.6666666865348816	256	256	17	70	239	190	128	176.03287526401792	98.75137073198277	15	11	63b44ee07f814968909bd687abf028aac7581f5c0548e36a6036fef8b8937622	0881ebf8c90ebb97b11d5b6f233a68b0dbf4bac97fa5be1c290cd86481c35e86	3781b454f91b0b69aae0469a28173eb5dadc20c9aafc300d6039bf355b0779e3	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-086__form-00__gender-none__palette-shiny__admission.json	verified-render
87	dewgong	base	none	normal	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-087__form-00__gender-none__palette-normal__idle-8x4.png	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-087__form-00__gender-none__palette-normal__walk-8x4.png	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-087__form-00__gender-none__palette-normal__runtime.png	rc31-original-trs-reviewed-body-skin-v4:pm0087_00:00:none:normal	8	2	8	1	256	256	17	67	239	189	128	176.6586549006412	54.49484865713954	15	14	fedee365f030bb889b9883e7ce4db62dcaa865ef74904fad132ca25f8b68b8f6	2902f00e0c75d3805091b7e5d3cf497a55c9696e6c8f958b3b8911a9d9358699	dee5c527c95f1f9652966744b2f7f2fc71ddf4efa574da3c549df972bf5764e8	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-087__form-00__gender-none__palette-normal__admission.json	verified-render
87	dewgong	base	none	shiny	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-087__form-00__gender-none__palette-shiny__idle-8x4.png	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-087__form-00__gender-none__palette-shiny__walk-8x4.png	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-087__form-00__gender-none__palette-shiny__runtime.png	rc31-original-trs-reviewed-body-skin-v4:pm0087_00:00:none:shiny	8	2	8	1	256	256	17	67	239	189	128	176.6586549006412	54.49484865713954	15	14	122217c313c45bc8d2d019b3bde5432d2a309eab3088d3ff472dc44094e3f8fe	9b217cea1488263e87f32e13b76085983b1b224c02e2e5f9185c7b180aeca699	31d0ed1fd27761d7a84d10bbf1e41d783f91661c70bbb679ce21d7263a2aa7f8	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-087__form-00__gender-none__palette-shiny__admission.json	verified-render
97	hypno	base	none	normal	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-097__form-00__gender-none__palette-normal__idle-8x4.png	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-097__form-00__gender-none__palette-normal__walk-8x4.png	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-097__form-00__gender-none__palette-normal__runtime.png	rc31-original-trs-reviewed-body-skin-v4:pm0097_00:00:none:normal	8	1.6000001430511475	8	1	256	256	17	28	239	231	128	220.92006320362376	190.6082781860903	15	16	9f713c6d26399aa8e9c189df5406e421866c4f0c64d677276bf1508e4afa106a	30ebb8a6a43ea700ac13a0142c14ebb70f0ed925644ab856c414f1607904da9a	e0bdda649817e90e922522006ee1a53f16c0a36149ed6c5a54de2931ef903e93	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-097__form-00__gender-none__palette-normal__admission.json	verified-render
97	hypno	base	none	shiny	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-097__form-00__gender-none__palette-shiny__idle-8x4.png	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-097__form-00__gender-none__palette-shiny__walk-8x4.png	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-097__form-00__gender-none__palette-shiny__runtime.png	rc31-original-trs-reviewed-body-skin-v4:pm0097_00:00:none:shiny	8	1.6000001430511475	8	1	256	256	17	28	239	231	128	220.92006320362376	190.6082781860903	15	16	781e9ca685dd3efe023f729aafb51e3a34e6ed1ca2e11d52bd67dc10397b337f	937f256b25af4da9b436822bde415a5dd7e1862146d82a931ee08570a8eb20e6	a26efd97d20bbc35027d81f544be068ff02f9f01f1446648191112be1f40673d	assets/pokemon-animation-cards/rc31-kanto-051-100-source-audited-v4/dex-097__form-00__gender-none__palette-shiny__admission.json	verified-render
15	beedrill	base	none	normal	assets/pokemon-animation-cards/rc31-beedrill-alpha-body-v3/dex-015__form-00__gender-none__palette-normal__idle-8x4.png	assets/pokemon-animation-cards/rc31-beedrill-alpha-body-v3/dex-015__form-00__gender-none__palette-normal__walk-8x4.png	assets/pokemon-animation-cards/rc31-beedrill-alpha-body-v3/dex-015__form-00__gender-none__palette-normal__runtime.png	rc31-original-trs-body-alpha-v3:pm0015_00:00:none:normal	8	1.3333333730697632	8	0.6666666865348816	256	256	40	20	216	237	128	255.71840720087994	131.0571281583882	15	16	8eb02f379b778b56016144373ab06e1ee90f916151aade77f6dcfbab759d7d5a	1599af12aa86dd4c528c516aff8b5b138490441529ae26a84524fb3acfe90d3b	affb7686c7e38f26b26c5da5f43b911737ac8917412e512e3757c2c9f9e11dc1	assets/pokemon-animation-cards/rc31-beedrill-alpha-body-v3/dex-015__form-00__gender-none__palette-normal__admission.json	verified-render
15	beedrill	base	none	shiny	assets/pokemon-animation-cards/rc31-beedrill-alpha-body-v3/dex-015__form-00__gender-none__palette-shiny__idle-8x4.png	assets/pokemon-animation-cards/rc31-beedrill-alpha-body-v3/dex-015__form-00__gender-none__palette-shiny__walk-8x4.png	assets/pokemon-animation-cards/rc31-beedrill-alpha-body-v3/dex-015__form-00__gender-none__palette-shiny__runtime.png	rc31-original-trs-body-alpha-v3:pm0015_00:00:none:shiny	8	1.3333333730697632	8	0.6666666865348816	256	256	40	20	216	237	128	255.71840720087994	131.0571281583882	15	16	f3d10a3a96755a4c901eedce59f9dad33f46b0d4970def25b37c21c1f2a71fda	d682f00c72aa92a6ece2743536b797f315860ec21aec5c42584e3545384a78d0	e6cca3cffd687832a648caee2178852b7e888d761c1e3e11b3d9292561995c2c	assets/pokemon-animation-cards/rc31-beedrill-alpha-body-v3/dex-015__form-00__gender-none__palette-shiny__admission.json	verified-render
102	exeggcute	base	none	normal	assets/pokemon-animation-cards/rc31-rigid-repair-102-137/dex-102__form-00__gender-none__palette-normal__idle-8x4.png	assets/pokemon-animation-cards/rc31-rigid-repair-102-137/dex-102__form-00__gender-none__palette-normal__walk-8x4.png	assets/pokemon-animation-cards/rc31-rigid-repair-102-137/dex-102__form-00__gender-none__palette-normal__runtime.png	rc31-original-trs-v1:pm0102_00:00:none:normal	8	2	8	0.8666667342185974	256	256	17	58	239	205	128	193.86270672041113	79	15	7	0d709cc5d52f465b86db28ea06b5e8b81650f7f5bdd2b052448ece3c3a35e49a	913595eb10c5221d4a6ba59c180e89d82b15427acc02e4e14580a5e7884c1bed	6f656cbe2da5859327307f66ea2704964946779cfb0d3268768d4a8c6bb36b52	assets/pokemon-animation-cards/rc31-rigid-repair-102-137/dex-102__form-00__gender-none__palette-normal__admission.json	verified-render
102	exeggcute	base	none	shiny	assets/pokemon-animation-cards/rc31-rigid-repair-102-137/dex-102__form-00__gender-none__palette-shiny__idle-8x4.png	assets/pokemon-animation-cards/rc31-rigid-repair-102-137/dex-102__form-00__gender-none__palette-shiny__walk-8x4.png	assets/pokemon-animation-cards/rc31-rigid-repair-102-137/dex-102__form-00__gender-none__palette-shiny__runtime.png	rc31-original-trs-v1:pm0102_00:00:none:shiny	8	2	8	0.8666667342185974	256	256	17	58	239	205	128	193.86270672041113	79	15	7	bbefcffa9058f409e4b7f32e3363200e719eda8b9b08988952722f00d7f4683d	2ed5d8ad97b33e41320d3ce76cb40cd7c4e0b436377f7cb5161edf559808440b	6b04fb32911a188628d1403e5322d2e11a1a224720a6e651ab022c4333c8836d	assets/pokemon-animation-cards/rc31-rigid-repair-102-137/dex-102__form-00__gender-none__palette-shiny__admission.json	verified-render
137	porygon	base	none	normal	assets/pokemon-animation-cards/rc31-rigid-repair-102-137/dex-137__form-00__gender-none__palette-normal__idle-8x4.png	assets/pokemon-animation-cards/rc31-rigid-repair-102-137/dex-137__form-00__gender-none__palette-normal__walk-8x4.png	assets/pokemon-animation-cards/rc31-rigid-repair-102-137/dex-137__form-00__gender-none__palette-normal__runtime.png	rc31-original-trs-v1:pm0137_00:00:none:normal	8	1.6000001430511475	8	1	256	256	17	35	239	226	128	238.57796126475918	126	15	16	1b2de92e44a0426e3ef76f5a3f5450777438b8c9f374b49c1f244fac4b23cf07	ba29f1d051725bff671edcde2944e68a49b14e9eb5959f313baca62c67704d73	3afda655fa3f8ac889a8791feda154dc28fd49c18a3d15145a6fc19396326ea0	assets/pokemon-animation-cards/rc31-rigid-repair-102-137/dex-137__form-00__gender-none__palette-normal__admission.json	verified-render
