generation	map	line	x	y	sprite	role	visual_authority	script_or_text	asset	status
gen1	CinnabarPokecenter	19	2	6	SPRITE_GENTLEMAN	nonbattle	SPRITE_GENTLEMAN	TEXT_CINNABARPOKECENTER_GENTLEMAN	assets/characters/npcs/gentleman-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	CinnabarPokecenter	20	11	2	SPRITE_LINK_RECEPTIONIST	nonbattle	SPRITE_LINK_RECEPTIONIST	TEXT_CINNABARPOKECENTER_LINK_RECEPTIONIST	assets/characters/npcs/link-receptionist-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	Colosseum	12	2	2	SPRITE_RED	nonbattle	SPRITE_RED	TEXT_COLOSSEUM_OPPONENT	assets/characters/npcs/red-kasc-hd-4x3-walk-sheet-v2.png	covered
gen1	CopycatsHouse1F	17	2	2	SPRITE_MIDDLE_AGED_WOMAN	nonbattle	SPRITE_MIDDLE_AGED_WOMAN	TEXT_COPYCATSHOUSE1F_MIDDLE_AGED_WOMAN	assets/characters/npcs/middle-aged-woman-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	CopycatsHouse1F	18	5	4	SPRITE_MIDDLE_AGED_MAN	nonbattle	SPRITE_MIDDLE_AGED_MAN	TEXT_COPYCATSHOUSE1F_MIDDLE_AGED_MAN	assets/characters/npcs/middle-aged-man-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	CopycatsHouse2F	19	4	3	SPRITE_BRUNETTE_GIRL	nonbattle	SPRITE_BRUNETTE_GIRL	TEXT_COPYCATSHOUSE2F_COPYCAT	assets/characters/npcs/brunette-girl-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	Daycare	14	2	3	SPRITE_GENTLEMAN	nonbattle	SPRITE_GENTLEMAN	TEXT_DAYCARE_GENTLEMAN	assets/characters/npcs/gentleman-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	DiglettsCaveRoute11	15	2	3	SPRITE_GAMBLER	nonbattle	SPRITE_GAMBLER	TEXT_DIGLETTSCAVEROUTE11_GAMBLER	assets/characters/npcs/gambler-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	DiglettsCaveRoute2	15	3	3	SPRITE_FISHING_GURU	nonbattle	SPRITE_FISHING_GURU	TEXT_DIGLETTSCAVEROUTE2_FISHING_GURU	assets/characters/npcs/fishing-guru-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	FightingDojo	20	5	3	SPRITE_HIKER	battle	OPP_BLACKBELT	TEXT_FIGHTINGDOJO_KARATE_MASTER	assets/characters/npcs/blackbelt-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	FightingDojo	21	3	4	SPRITE_HIKER	battle	OPP_BLACKBELT	TEXT_FIGHTINGDOJO_BLACKBELT1	assets/characters/npcs/blackbelt-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	FightingDojo	22	3	6	SPRITE_HIKER	battle	OPP_BLACKBELT	TEXT_FIGHTINGDOJO_BLACKBELT2	assets/characters/npcs/blackbelt-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	FightingDojo	23	5	5	SPRITE_HIKER	battle	OPP_BLACKBELT	TEXT_FIGHTINGDOJO_BLACKBELT3	assets/characters/npcs/blackbelt-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	FightingDojo	24	5	7	SPRITE_HIKER	battle	OPP_BLACKBELT	TEXT_FIGHTINGDOJO_BLACKBELT4	assets/characters/npcs/blackbelt-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	FuchsiaBillsGrandpasHouse	16	2	3	SPRITE_MIDDLE_AGED_WOMAN	nonbattle	SPRITE_MIDDLE_AGED_WOMAN	TEXT_FUCHSIABILLSGRANDPASHOUSE_MIDDLE_AGED_WOMAN	assets/characters/npcs/middle-aged-woman-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	FuchsiaBillsGrandpasHouse	17	7	2	SPRITE_GAMBLER	nonbattle	SPRITE_GAMBLER	TEXT_FUCHSIABILLSGRANDPASHOUSE_BILLS_GRANDPA	assets/characters/npcs/gambler-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	FuchsiaBillsGrandpasHouse	18	5	5	SPRITE_YOUNGSTER	nonbattle	SPRITE_YOUNGSTER	TEXT_FUCHSIABILLSGRANDPASHOUSE_YOUNGSTER	assets/characters/npcs/youngster-gen1-bald-hd-4x3-walk-sheet-v1.png	covered
gen1	FuchsiaCity	44	10	12	SPRITE_YOUNGSTER	nonbattle	SPRITE_YOUNGSTER	TEXT_FUCHSIACITY_YOUNGSTER1	assets/characters/npcs/youngster-gen1-bald-hd-4x3-walk-sheet-v1.png	covered
gen1	FuchsiaCity	45	28	17	SPRITE_GAMBLER	nonbattle	SPRITE_GAMBLER	TEXT_FUCHSIACITY_GAMBLER	assets/characters/npcs/gambler-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	FuchsiaCity	46	30	14	SPRITE_FISHER	nonbattle	SPRITE_FISHER	TEXT_FUCHSIACITY_ERIK	assets/characters/npcs/fisher-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	FuchsiaCity	47	24	8	SPRITE_YOUNGSTER	nonbattle	SPRITE_YOUNGSTER	TEXT_FUCHSIACITY_YOUNGSTER2	assets/characters/npcs/youngster-gen1-bald-hd-4x3-walk-sheet-v1.png	covered
gen1	FuchsiaGoodRodHouse	15	5	3	SPRITE_FISHING_GURU	nonbattle	SPRITE_FISHING_GURU	TEXT_FUCHSIAGOODRODHOUSE_FISHING_GURU	assets/characters/npcs/fishing-guru-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	FuchsiaGym	21	4	10	SPRITE_KOGA	battle	OPP_KOGA	TEXT_FUCHSIAGYM_KOGA	assets/characters/npcs/koga-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	FuchsiaGym	22	8	13	SPRITE_ROCKER	battle	OPP_JUGGLER	TEXT_FUCHSIAGYM_ROCKER1	assets/characters/npcs/juggler-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	FuchsiaGym	23	7	8	SPRITE_ROCKER	battle	OPP_JUGGLER	TEXT_FUCHSIAGYM_ROCKER2	assets/characters/npcs/juggler-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	FuchsiaGym	24	1	12	SPRITE_ROCKER	battle	OPP_JUGGLER	TEXT_FUCHSIAGYM_ROCKER3	assets/characters/npcs/juggler-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	FuchsiaGym	25	3	5	SPRITE_ROCKER	battle	OPP_TAMER	TEXT_FUCHSIAGYM_ROCKER4	assets/characters/npcs/tamer-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	FuchsiaGym	26	8	2	SPRITE_ROCKER	battle	OPP_TAMER	TEXT_FUCHSIAGYM_ROCKER5	assets/characters/npcs/tamer-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	FuchsiaGym	27	2	7	SPRITE_ROCKER	battle	OPP_JUGGLER	TEXT_FUCHSIAGYM_ROCKER6	assets/characters/npcs/juggler-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	FuchsiaGym	28	7	15	SPRITE_GYM_GUIDE	nonbattle	SPRITE_GYM_GUIDE	TEXT_FUCHSIAGYM_GYM_GUIDE	assets/characters/npcs/gym-guide-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	FuchsiaMart	16	0	5	SPRITE_CLERK	nonbattle	SPRITE_CLERK	TEXT_FUCHSIAMART_CLERK	assets/characters/npcs/clerk-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	FuchsiaMart	17	4	2	SPRITE_MIDDLE_AGED_MAN	nonbattle	SPRITE_MIDDLE_AGED_MAN	TEXT_FUCHSIAMART_MIDDLE_AGED_MAN	assets/characters/npcs/middle-aged-man-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	FuchsiaMart	18	6	5	SPRITE_COOLTRAINER_F	nonbattle	SPRITE_COOLTRAINER_F	TEXT_FUCHSIAMART_COOLTRAINER_F	assets/characters/npcs/cooltrainer-female-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	FuchsiaMeetingRoom	16	4	1	SPRITE_SAFARI_ZONE_WORKER	nonbattle	SPRITE_SAFARI_ZONE_WORKER	TEXT_FUCHSIAMEETINGROOM_SAFARI_ZONE_WORKER1	assets/characters/npcs/safari-zone-worker-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	FuchsiaMeetingRoom	17	0	2	SPRITE_SAFARI_ZONE_WORKER	nonbattle	SPRITE_SAFARI_ZONE_WORKER	TEXT_FUCHSIAMEETINGROOM_SAFARI_ZONE_WORKER2	assets/characters/npcs/safari-zone-worker-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	FuchsiaMeetingRoom	18	10	1	SPRITE_SAFARI_ZONE_WORKER	nonbattle	SPRITE_SAFARI_ZONE_WORKER	TEXT_FUCHSIAMEETINGROOM_SAFARI_ZONE_WORKER3	assets/characters/npcs/safari-zone-worker-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	FuchsiaPokecenter	17	3	1	SPRITE_NURSE	nonbattle	SPRITE_NURSE	TEXT_FUCHSIAPOKECENTER_NURSE	assets/characters/npcs/nurse-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	FuchsiaPokecenter	18	2	3	SPRITE_ROCKER	nonbattle	SPRITE_ROCKER	TEXT_FUCHSIAPOKECENTER_ROCKER	assets/characters/npcs/rocker-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	FuchsiaPokecenter	19	6	5	SPRITE_COOLTRAINER_F	nonbattle	SPRITE_COOLTRAINER_F	TEXT_FUCHSIAPOKECENTER_COOLTRAINER_F	assets/characters/npcs/cooltrainer-female-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	FuchsiaPokecenter	20	11	2	SPRITE_LINK_RECEPTIONIST	nonbattle	SPRITE_LINK_RECEPTIONIST	TEXT_FUCHSIAPOKECENTER_LINK_RECEPTIONIST	assets/characters/npcs/link-receptionist-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	GameCorner	26	2	6	SPRITE_BEAUTY	nonbattle	SPRITE_BEAUTY	TEXT_GAMECORNER_BEAUTY1	assets/characters/npcs/beauty-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	GameCorner	27	5	6	SPRITE_CLERK	nonbattle	SPRITE_CLERK	TEXT_GAMECORNER_CLERK1	assets/characters/npcs/clerk-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	GameCorner	28	2	10	SPRITE_MIDDLE_AGED_MAN	nonbattle	SPRITE_MIDDLE_AGED_MAN	TEXT_GAMECORNER_MIDDLE_AGED_MAN1	assets/characters/npcs/middle-aged-man-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	GameCorner	29	2	13	SPRITE_BEAUTY	nonbattle	SPRITE_BEAUTY	TEXT_GAMECORNER_BEAUTY2	assets/characters/npcs/beauty-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	GameCorner	30	5	11	SPRITE_FISHING_GURU	nonbattle	SPRITE_FISHING_GURU	TEXT_GAMECORNER_FISHING_GURU	assets/characters/npcs/fishing-guru-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	GameCorner	31	8	11	SPRITE_MIDDLE_AGED_WOMAN	nonbattle	SPRITE_MIDDLE_AGED_WOMAN	TEXT_GAMECORNER_MIDDLE_AGED_WOMAN	assets/characters/npcs/middle-aged-woman-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	GameCorner	32	8	14	SPRITE_GYM_GUIDE	nonbattle	SPRITE_GYM_GUIDE	TEXT_GAMECORNER_GYM_GUIDE	assets/characters/npcs/gym-guide-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	GameCorner	33	11	15	SPRITE_GAMBLER	nonbattle	SPRITE_GAMBLER	TEXT_GAMECORNER_GAMBLER	assets/characters/npcs/gambler-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	GameCorner	34	14	11	SPRITE_CLERK	nonbattle	SPRITE_CLERK	TEXT_GAMECORNER_CLERK2	assets/characters/npcs/clerk-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	GameCorner	35	17	13	SPRITE_GENTLEMAN	nonbattle	SPRITE_GENTLEMAN	TEXT_GAMECORNER_GENTLEMAN	assets/characters/npcs/gentleman-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	GameCorner	36	9	5	SPRITE_ROCKET	battle	OPP_ROCKET	TEXT_GAMECORNER_ROCKET	assets/characters/npcs/team-rocket-grunt-male-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	GameCornerPrizeRoom	18	1	4	SPRITE_BALDING_GUY	nonbattle	SPRITE_BALDING_GUY	TEXT_GAMECORNERPRIZEROOM_BALDING_GUY	assets/characters/npcs/balding-guy-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	GameCornerPrizeRoom	19	7	3	SPRITE_GAMBLER	nonbattle	SPRITE_GAMBLER	TEXT_GAMECORNERPRIZEROOM_GAMBLER	assets/characters/npcs/gambler-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	HallOfFame	14	5	2	SPRITE_OAK	nonbattle	SPRITE_OAK	TEXT_HALLOFFAME_OAK	assets/characters/npcs/professor-oak-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	IndigoPlateauLobby	19	7	5	SPRITE_NURSE	nonbattle	SPRITE_NURSE	TEXT_INDIGOPLATEAULOBBY_NURSE	assets/characters/npcs/nurse-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	IndigoPlateauLobby	20	4	9	SPRITE_GYM_GUIDE	nonbattle	SPRITE_GYM_GUIDE	TEXT_INDIGOPLATEAULOBBY_GYM_GUIDE	assets/characters/npcs/gym-guide-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	IndigoPlateauLobby	21	5	1	SPRITE_COOLTRAINER_F	nonbattle	SPRITE_COOLTRAINER_F	TEXT_INDIGOPLATEAULOBBY_COOLTRAINER_F	assets/characters/npcs/cooltrainer-female-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	IndigoPlateauLobby	22	0	5	SPRITE_CLERK	nonbattle	SPRITE_CLERK	TEXT_INDIGOPLATEAULOBBY_CLERK	assets/characters/npcs/clerk-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	IndigoPlateauLobby	23	13	6	SPRITE_LINK_RECEPTIONIST	nonbattle	SPRITE_LINK_RECEPTIONIST	TEXT_INDIGOPLATEAULOBBY_LINK_RECEPTIONIST	assets/characters/npcs/link-receptionist-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	LancesRoom	15	6	1	SPRITE_LANCE	battle	OPP_LANCE	TEXT_LANCESROOM_LANCE	assets/characters/npcs/lance-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	LavenderCuboneHouse	16	2	4	SPRITE_BRUNETTE_GIRL	nonbattle	SPRITE_BRUNETTE_GIRL	TEXT_LAVENDERCUBONEHOUSE_BRUNETTE_GIRL	assets/characters/npcs/brunette-girl-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	LavenderMart	16	0	5	SPRITE_CLERK	nonbattle	SPRITE_CLERK	TEXT_LAVENDERMART_CLERK	assets/characters/npcs/clerk-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	LavenderMart	17	3	4	SPRITE_BALDING_GUY	nonbattle	SPRITE_BALDING_GUY	TEXT_LAVENDERMART_BALDING_GUY	assets/characters/npcs/balding-guy-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	LavenderMart	18	7	2	SPRITE_COOLTRAINER_M	nonbattle	SPRITE_COOLTRAINER_M	TEXT_LAVENDERMART_COOLTRAINER_M	assets/characters/npcs/cooltrainer-male-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	LavenderPokecenter	17	3	1	SPRITE_NURSE	nonbattle	SPRITE_NURSE	TEXT_LAVENDERPOKECENTER_NURSE	assets/characters/npcs/nurse-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	LavenderPokecenter	18	5	3	SPRITE_GENTLEMAN	nonbattle	SPRITE_GENTLEMAN	TEXT_LAVENDERPOKECENTER_GENTLEMAN	assets/characters/npcs/gentleman-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	LavenderPokecenter	19	2	6	SPRITE_LITTLE_GIRL	nonbattle	SPRITE_LITTLE_GIRL	TEXT_LAVENDERPOKECENTER_LITTLE_GIRL	assets/characters/npcs/little-girl-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	LavenderPokecenter	20	11	2	SPRITE_LINK_RECEPTIONIST	nonbattle	SPRITE_LINK_RECEPTIONIST	TEXT_LAVENDERPOKECENTER_LINK_RECEPTIONIST	assets/characters/npcs/link-receptionist-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	LavenderTown	26	15	9	SPRITE_LITTLE_GIRL	nonbattle	SPRITE_LITTLE_GIRL	TEXT_LAVENDERTOWN_LITTLE_GIRL	assets/characters/npcs/little-girl-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	LavenderTown	27	9	10	SPRITE_COOLTRAINER_M	nonbattle	SPRITE_COOLTRAINER_M	TEXT_LAVENDERTOWN_COOLTRAINER_M	assets/characters/npcs/cooltrainer-male-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	LavenderTown	28	8	7	SPRITE_SUPER_NERD	nonbattle	SPRITE_SUPER_NERD	TEXT_LAVENDERTOWN_SUPER_NERD	assets/characters/npcs/super-nerd-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	LoreleisRoom	16	5	2	SPRITE_LORELEI	battle	OPP_LORELEI	TEXT_LORELEISROOM_LORELEI	assets/characters/npcs/lorelei-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	MrFujisHouse	19	3	5	SPRITE_SUPER_NERD	nonbattle	SPRITE_SUPER_NERD	TEXT_MRFUJISHOUSE_SUPER_NERD	assets/characters/npcs/super-nerd-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	MrFujisHouse	20	6	3	SPRITE_LITTLE_GIRL	nonbattle	SPRITE_LITTLE_GIRL	TEXT_MRFUJISHOUSE_LITTLE_GIRL	assets/characters/npcs/little-girl-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	MrFujisHouse	23	3	1	SPRITE_MR_FUJI	nonbattle	SPRITE_MR_FUJI	TEXT_MRFUJISHOUSE_MR_FUJI	assets/characters/npcs/mr-fuji-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	MrPsychicsHouse	14	5	3	SPRITE_FISHING_GURU	nonbattle	SPRITE_FISHING_GURU	TEXT_MRPSYCHICSHOUSE_MR_PSYCHIC	assets/characters/npcs/fishing-guru-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	MtMoon1F	30	5	6	SPRITE_HIKER	battle	OPP_HIKER	TEXT_MTMOON1F_HIKER	assets/characters/npcs/hiker-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	MtMoon1F	31	12	16	SPRITE_YOUNGSTER	battle	OPP_YOUNGSTER	TEXT_MTMOON1F_YOUNGSTER1	assets/characters/npcs/youngster-gen1-bald-hd-4x3-walk-sheet-v1.png	covered
gen1	MtMoon1F	32	30	4	SPRITE_COOLTRAINER_F	battle	OPP_LASS	TEXT_MTMOON1F_COOLTRAINER_F1	assets/characters/npcs/lass-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	MtMoon1F	33	24	31	SPRITE_SUPER_NERD	battle	OPP_SUPER_NERD	TEXT_MTMOON1F_SUPER_NERD	assets/characters/npcs/super-nerd-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	MtMoon1F	34	16	23	SPRITE_COOLTRAINER_F	battle	OPP_LASS	TEXT_MTMOON1F_COOLTRAINER_F2	assets/characters/npcs/lass-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	MtMoon1F	35	7	22	SPRITE_YOUNGSTER	battle	OPP_BUG_CATCHER	TEXT_MTMOON1F_YOUNGSTER2	assets/characters/npcs/bug-catcher-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	MtMoon1F	36	30	27	SPRITE_YOUNGSTER	battle	OPP_BUG_CATCHER	TEXT_MTMOON1F_YOUNGSTER3	assets/characters/npcs/bug-catcher-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	MtMoonB2F	24	12	8	SPRITE_SUPER_NERD	battle	OPP_SUPER_NERD	TEXT_MTMOONB2F_SUPER_NERD	assets/characters/npcs/super-nerd-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	MtMoonB2F	25	11	16	SPRITE_ROCKET	battle	OPP_ROCKET	TEXT_MTMOONB2F_ROCKET1	assets/characters/npcs/team-rocket-grunt-male-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	MtMoonB2F	26	15	22	SPRITE_ROCKET	battle	OPP_ROCKET	TEXT_MTMOONB2F_ROCKET2	assets/characters/npcs/team-rocket-grunt-male-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	MtMoonB2F	27	29	11	SPRITE_ROCKET	battle	OPP_ROCKET	TEXT_MTMOONB2F_ROCKET3	assets/characters/npcs/team-rocket-grunt-male-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	MtMoonB2F	28	29	17	SPRITE_ROCKET	battle	OPP_ROCKET	TEXT_MTMOONB2F_ROCKET4	assets/characters/npcs/team-rocket-grunt-male-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	MtMoonPokecenter	19	3	1	SPRITE_NURSE	nonbattle	SPRITE_NURSE	TEXT_MTMOONPOKECENTER_NURSE	assets/characters/npcs/nurse-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	MtMoonPokecenter	20	4	3	SPRITE_YOUNGSTER	nonbattle	SPRITE_YOUNGSTER	TEXT_MTMOONPOKECENTER_YOUNGSTER	assets/characters/npcs/youngster-gen1-bald-hd-4x3-walk-sheet-v1.png	covered
gen1	MtMoonPokecenter	21	7	3	SPRITE_GENTLEMAN	nonbattle	SPRITE_GENTLEMAN	TEXT_MTMOONPOKECENTER_GENTLEMAN	assets/characters/npcs/gentleman-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	MtMoonPokecenter	22	10	6	SPRITE_MIDDLE_AGED_MAN	nonbattle	SPRITE_MIDDLE_AGED_MAN	TEXT_MTMOONPOKECENTER_MAGIKARP_SALESMAN	assets/characters/npcs/middle-aged-man-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	MtMoonPokecenter	24	11	2	SPRITE_LINK_RECEPTIONIST	nonbattle	SPRITE_LINK_RECEPTIONIST	TEXT_MTMOONPOKECENTER_LINK_RECEPTIONIST	assets/characters/npcs/link-receptionist-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	Museum1F	21	12	4	SPRITE_SCIENTIST	nonbattle	SPRITE_SCIENTIST	TEXT_MUSEUM1F_SCIENTIST1	assets/characters/npcs/scientist-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	Museum1F	22	1	4	SPRITE_GAMBLER	nonbattle	SPRITE_GAMBLER	TEXT_MUSEUM1F_GAMBLER	assets/characters/npcs/gambler-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	Museum1F	23	15	2	SPRITE_SCIENTIST	nonbattle	SPRITE_SCIENTIST	TEXT_MUSEUM1F_SCIENTIST2	assets/characters/npcs/scientist-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	Museum1F	24	17	4	SPRITE_SCIENTIST	nonbattle	SPRITE_SCIENTIST	TEXT_MUSEUM1F_SCIENTIST3	assets/characters/npcs/scientist-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	Museum2F	19	1	7	SPRITE_YOUNGSTER	nonbattle	SPRITE_YOUNGSTER	TEXT_MUSEUM2F_YOUNGSTER	assets/characters/npcs/youngster-gen1-bald-hd-4x3-walk-sheet-v1.png	covered
gen1	Museum2F	20	0	5	SPRITE_GRAMPS	nonbattle	SPRITE_GRAMPS	TEXT_MUSEUM2F_GRAMPS	assets/characters/npcs/gramps-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	Museum2F	21	7	5	SPRITE_SCIENTIST	nonbattle	SPRITE_SCIENTIST	TEXT_MUSEUM2F_SCIENTIST	assets/characters/npcs/scientist-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	Museum2F	22	11	5	SPRITE_BRUNETTE_GIRL	nonbattle	SPRITE_BRUNETTE_GIRL	TEXT_MUSEUM2F_BRUNETTE_GIRL	assets/characters/npcs/brunette-girl-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	Museum2F	23	12	5	SPRITE_HIKER	nonbattle	SPRITE_HIKER	TEXT_MUSEUM2F_HIKER	assets/characters/npcs/hiker-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	NameRatersHouse	14	5	3	SPRITE_SILPH_PRESIDENT	nonbattle	SPRITE_SILPH_PRESIDENT	TEXT_NAMERATERSHOUSE_NAME_RATER	assets/characters/npcs/silph-president-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	OaksLab	24	4	3	SPRITE_BLUE	battle	OPP_RIVAL1	TEXT_OAKSLAB_RIVAL	assets/characters/npcs/blue-kasc-hd-4x3-walk-sheet-v2.png	covered
gen1	OaksLab	28	5	2	SPRITE_OAK	nonbattle	SPRITE_OAK	TEXT_OAKSLAB_OAK1	assets/characters/npcs/professor-oak-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	OaksLab	31	5	10	SPRITE_OAK	nonbattle	SPRITE_OAK	TEXT_OAKSLAB_OAK2	assets/characters/npcs/professor-oak-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	OaksLab	32	1	9	SPRITE_GIRL	nonbattle	SPRITE_GIRL	TEXT_OAKSLAB_GIRL	assets/characters/npcs/girl-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	OaksLab	33	2	10	SPRITE_SCIENTIST	nonbattle	SPRITE_SCIENTIST	TEXT_OAKSLAB_SCIENTIST1	assets/characters/npcs/scientist-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	OaksLab	34	8	10	SPRITE_SCIENTIST	nonbattle	SPRITE_SCIENTIST	TEXT_OAKSLAB_SCIENTIST2	assets/characters/npcs/scientist-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	PalletTown	21	8	5	SPRITE_OAK	nonbattle	SPRITE_OAK	TEXT_PALLETTOWN_OAK	assets/characters/npcs/professor-oak-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	PalletTown	22	3	8	SPRITE_GIRL	nonbattle	SPRITE_GIRL	TEXT_PALLETTOWN_GIRL	assets/characters/npcs/girl-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	PalletTown	23	11	14	SPRITE_FISHER	nonbattle	SPRITE_FISHER	TEXT_PALLETTOWN_FISHER	assets/characters/npcs/fisher-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	PewterCity	30	8	15	SPRITE_COOLTRAINER_F	nonbattle	SPRITE_COOLTRAINER_F	TEXT_PEWTERCITY_COOLTRAINER_F	assets/characters/npcs/cooltrainer-female-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	PewterCity	31	17	25	SPRITE_COOLTRAINER_M	nonbattle	SPRITE_COOLTRAINER_M	TEXT_PEWTERCITY_COOLTRAINER_M	assets/characters/npcs/cooltrainer-male-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	PewterCity	32	27	17	SPRITE_SUPER_NERD	nonbattle	SPRITE_SUPER_NERD	TEXT_PEWTERCITY_SUPER_NERD1	assets/characters/npcs/super-nerd-kasc-hd-4x3-walk-sheet-v1.png	covered
gen1	PewterCity	33	26	25	SPRITE_SUPER_NERD	nonbattle	SPRITE_SUPER_NERD	TEXT_PEWTERCITY_SUPER_NERD2	assets/characters/npcs/super-nerd-kasc-hd-4x3-walk-sheet-v1.png	covered
